run_id,fastq_dir,mapping_file,sequence_type,region
2025_08_20_NextSeq_V4,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2025_08_20_NextSeq_V4/Demultiplexed,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2025_07_10_NextSeq_V4/2025_07_10_NextSeq_V4_mapping_file.txt,single,V4
